RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,source
Phil Davis,Tim Boetsch,-485.0,425.0,2010-11-20,"Auburn Hills, Michigan, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,32.4,0.486,0.2,0.8,0.2,1,2,10,0,0,0,1,2,0,0,3,Orthodox,182.88,187.96,185,0,3,0,40.3333,0.623,0.6667,2.3333,0.567,3,0,7,0,0,0,2,0,1,0,3,Orthodox,187.96,200.66,205,26,29,0,-2,-2,0,-2,3,0,2,-1,-5.08,-12.7,-3,-7.9333,-0.4667,-1.5333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Kimura,2.0,2:55,475.0,historical
George Sotiropoulos,Joe Lauzon,-225.0,205.0,2010-11-20,"Auburn Hills, Michigan, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,12.75,0.543,2.25,2.0,0.665,3,2,14,0,0,0,0,2,4,0,6,Orthodox,177.8,180.34,155,0,6,0,23.0,0.41,1.6667,2.0,0.585,6,0,13,0,0,0,2,1,3,0,6,Orthodox,177.8,180.34,155,33,26,0,-5,-3,0,-2,1,0,1,1,0.0,0.0,7,-10.25,0.5833,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Kimura,2.0,2:43,463.0,historical
Matt Brown,Brian Foster,120.0,-130.0,2010-11-20,"Auburn Hills, Michigan, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,14.0,0.35,0.25,0.75,0.375,1,2,6,0,0,0,0,2,0,0,2,Orthodox,175.26,180.34,170,2,0,0,27.8571,0.614,1.4286,0.4286,0.286,3,3,15,0,0,0,0,3,1,0,4,Orthodox,182.88,190.5,170,29,26,2,1,-2,-2,1,-9,0,-1,-1,-7.62,-10.16,3,-13.8571,-1.1786,0.3214,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Guillotine Choke,2.0,2:11,431.0,historical
Aaron Simpson,Mark Munoz,115.0,-125.0,2010-11-20,"Auburn Hills, Michigan, USA", USA,Blue,False,Middleweight,MALE,3,1,0,0,24.8,0.444,0.4,1.0,0.268,3,2,10,0,0,1,0,2,0,0,3,Orthodox,182.88,182.88,185,1,0,0,30.0,0.493,0.25,2.0,0.633,3,1,8,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,36,32,0,0,0,0,-1,2,0,0,0,0.0,-2.54,4,-5.2,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Karo Parisyan,Dennis Hallman,-160.0,140.0,2010-11-20,"Auburn Hills, Michigan, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,10.6667,0.285,1.6667,1.3333,0.22,1,4,16,1,0,0,1,0,1,0,2,Orthodox,175.26,182.88,155,2,0,0,31.0833,0.408,0.8333,4.4167,0.558,4,4,31,0,0,1,5,1,1,0,8,Orthodox,177.8,182.88,170,28,34,2,1,-3,-6,0,-15,1,-1,0,-2.54,0.0,-6,-20.4167,0.8333,-3.0833,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punches,1.0,1:47,107.0,historical
Tyson Griffin,Nik Lentz,-230.0,190.0,2010-11-20,"Auburn Hills, Michigan, USA", USA,Blue,False,Lightweight,MALE,3,0,2,0,51.75,0.503,1.75,4.75,0.44,2,1,12,0,0,0,3,0,0,0,3,Orthodox,172.72,172.72,155,2,0,0,46.1818,0.363,0.8182,1.0909,0.371,4,4,28,0,0,1,4,1,1,0,7,Orthodox,167.64,172.72,145,26,26,2,2,-2,-4,3,-16,0,-1,-1,5.08,0.0,0,5.5682,0.9318,3.6591,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Nate Marquardt,Yushin Okami,-190.0,175.0,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", Germany,Blue,False,Middleweight,MALE,3,0,2,0,30.3636,0.41,0.7273,1.6364,0.454,4,2,31,0,0,1,4,3,0,1,9,Southpaw,187.96,190.5,170,0,1,0,26.4167,0.538,0.9167,1.75,0.517,4,3,26,1,0,0,3,4,2,0,9,Orthodox,182.88,187.96,185,31,29,0,1,0,0,1,5,-1,0,-2,5.08,2.54,2,3.947,-0.1894,-0.1136,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Dennis Siver,Andre Winner,105.0,-115.0,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", Germany,Red,False,Lightweight,MALE,3,1,0,0,35.25,0.475,0.0,0.0,0.0,2,2,10,1,0,0,1,1,0,0,2,Orthodox,180.34,185.42,155,0,1,0,28.4444,0.308,0.2222,0.4444,0.211,3,4,19,0,0,0,1,3,1,0,5,Orthodox,167.64,177.8,145,31,29,-1,-1,-1,-3,2,-9,1,-2,-1,12.7,7.62,2,6.8056,-0.2222,-0.4444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Rear Naked Choke,1.0,3:37,217.0,historical
Amir Sadollah,Peter Sobotta,-265.0,245.0,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", Germany,Red,False,Welterweight,MALE,3,2,0,0,16.5,0.36,1.0,1.5,0.22,0,2,6,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170,1,0,0,47.0,0.402,0.4,0.4,0.2,2,2,11,1,0,0,2,0,1,0,3,Orthodox,177.8,187.96,170,30,23,-1,0,-2,-3,0,-5,-1,0,-1,5.08,2.54,7,-30.5,0.6,1.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Krzysztof Soszynski,Goran Reljic,-108.0,-102.0,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", Germany,Red,False,Light Heavyweight,MALE,3,2,0,0,22.3333,0.39,1.3333,1.3333,0.533,1,2,8,0,0,0,0,1,0,0,1,Southpaw,190.5,205.74,205,1,0,0,26.8333,0.345,0.5,0.5,0.2,3,2,12,0,0,0,0,1,2,1,4,Open Stance,185.42,195.58,205,33,26,-1,0,-2,-3,0,-4,0,-1,-2,5.08,10.16,7,-4.5,0.8333,0.8333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Duane Ludwig,Nick Osipczak,280.0,-340.0,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", Germany,Red,False,Welterweight,MALE,3,2,0,0,29.25,0.505,1.0,0.75,0.375,2,2,10,0,0,0,0,1,1,0,2,Orthodox,187.96,193.04,170,2,0,0,10.5,0.483,0.0,0.0,0.0,2,2,6,0,0,0,1,1,0,0,2,Orthodox,177.8,177.8,170,32,25,0,0,0,0,0,4,0,0,1,10.16,15.24,7,18.75,1.0,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Kyle Noke,Rob Kimmons,-220.0,180.0,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", Germany,Red,False,Middleweight,MALE,3,0,1,0,15.4,0.43,1.6,1.2,0.366,1,2,9,0,0,0,1,0,2,0,3,Orthodox,177.8,185.42,185,0,1,0,50.0,0.56,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Southpaw,185.42,193.04,170,30,29,0,0,0,2,-2,7,0,-1,2,-7.62,-7.62,1,-34.6,1.6,1.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Rear Naked Choke,2.0,1:33,393.0,historical
Seth Petruzelli,Karlos Vemola,-105.0,-115.0,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany", Germany,Blue,False,Light Heavyweight,MALE,3,1,0,0,16.0,0.38,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,3,0,0,21.0,0.39,1.0,0.3333,0.333,0,3,7,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,30,25,2,0,0,0,2,-4,0,0,0,0.0,-2.54,5,-5.0,0.0,-0.3333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punches,1.0,3:46,226.0,historical
Brock Lesnar,Cain Velasquez,-165.0,155.0,2010-10-23,"Anaheim, California, USA", USA,Blue,True,Heavyweight,MALE,5,0,6,0,43.6667,0.648,0.3333,2.3333,0.492,6,0,10,0,0,0,1,5,0,0,6,Orthodox,185.42,195.58,240,0,4,0,29.4,0.74,0.4,2.0,0.716,4,1,10,3,0,0,1,2,1,0,4,Orthodox,190.5,205.74,265,33,28,0,2,2,2,1,0,-3,3,-1,-5.08,-10.16,5,14.2667,-0.0667,0.3333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punches,1.0,4:12,252.0,historical
Diego Sanchez,Paulo Thiago,130.0,-140.0,2010-10-23,"Anaheim, California, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,13.6,0.372,1.4,0.6,0.122,2,2,12,0,0,0,1,1,1,0,3,Orthodox,180.34,185.42,170,2,0,0,32.8571,0.419,0.9286,1.3571,0.329,6,4,37,2,0,1,4,5,0,0,10,Southpaw,177.8,182.88,170,28,29,1,0,-4,-7,2,-25,-2,-4,1,2.54,2.54,-1,-19.2571,0.4714,-0.7571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Tito Ortiz,Matt Hamill,163.0,-173.0,2010-10-23,"Anaheim, California, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,4,0,32.1,0.421,0.0,1.9,0.451,4,2,20,0,1,0,1,5,0,0,8,Orthodox,185.42,193.04,205,4,0,0,27.3182,0.55,0.2727,2.4545,0.572,6,8,55,10,0,2,3,7,1,1,14,Orthodox,190.5,187.96,205,35,34,4,4,-2,-6,6,-35,-10,-3,-1,-5.08,5.08,1,4.7818,-0.2727,-0.5545,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Brendan Schaub,Gabriel Gonzaga,125.0,-145.0,2010-10-23,"Anaheim, California, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,13.2727,0.541,0.6364,1.1818,0.611,4,4,17,1,0,0,0,5,2,0,7,Orthodox,187.96,193.04,242,0,2,0,15.6667,0.59,0.0,0.0,0.0,2,1,3,1,0,0,0,2,0,0,2,Orthodox,193.04,198.12,245,27,31,-1,-2,2,5,-3,14,0,3,2,-5.08,-5.08,-4,-2.3939,0.6364,1.1818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Court McGee,Ryan Jensen,-250.0,210.0,2010-10-23,"Anaheim, California, USA", USA,Red,False,Middleweight,MALE,3,0,1,0,10.6667,0.512,0.6667,0.5,0.333,1,4,7,0,0,0,0,0,2,0,2,Orthodox,185.42,193.04,185,0,1,0,22.0,0.37,1.0,5.0,0.71,1,0,2,1,0,0,0,0,1,0,1,Orthodox,180.34,190.5,170,25,33,0,0,0,1,-4,5,-1,0,1,5.08,2.54,-8,-11.3333,-0.3333,-4.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Arm Triangle,3.0,1:21,681.0,historical
Patrick Cote,Tom Lawlor,-175.0,155.0,2010-10-23,"Anaheim, California, USA", USA,Blue,False,Middleweight,MALE,3,2,0,0,27.0,0.37,0.75,2.0,0.13,2,2,9,0,0,0,1,0,1,0,2,Southpaw,182.88,187.96,205,2,0,0,22.0,0.444,0.2,0.4,0.183,4,6,23,2,0,1,1,2,0,0,4,Orthodox,180.34,180.34,170,30,27,0,0,-2,-2,4,-14,-2,-2,1,2.54,7.62,3,5.0,0.55,1.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Mike Guymon,Daniel Roberts,125.0,-145.0,2010-10-23,"Anaheim, California, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,6.0,0.26,1.5,3.5,0.83,1,1,4,0,0,1,0,0,0,0,1,Southpaw,177.8,187.96,170,0,1,0,32.5,0.535,1.0,1.5,0.5,1,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,187.96,170,36,30,0,0,0,0,0,0,0,0,0,-5.08,0.0,6,-26.5,0.5,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Anaconda Choke,1.0,1:13,73.0,historical
Sam Stout,Paul Taylor,-200.0,170.0,2010-10-23,"Anaheim, California, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,45.4286,0.459,0.5714,0.2857,0.286,1,4,19,0,0,1,1,1,0,0,3,Orthodox,182.88,182.88,155,1,0,0,55.5556,0.262,0.1111,0.1111,0.111,2,5,25,0,0,1,3,0,0,0,4,Orthodox,175.26,177.8,155,26,30,0,0,-1,-1,1,-6,0,1,0,7.62,5.08,-4,-10.127,0.4603,0.1746,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Jon Madsen,Gilbert Yvel,-225.0,185.0,2010-10-23,"Anaheim, California, USA", USA,Red,False,Heavyweight,MALE,3,2,0,0,18.0,0.35,1.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,225,0,3,0,31.6667,0.423,0.0,1.3333,0.583,3,0,9,0,0,1,2,0,0,0,3,Orthodox,182.88,182.88,240,30,34,-2,-3,-3,-3,-2,-5,0,0,0,5.08,12.7,-4,-13.6667,1.0,-1.3333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punches,1.0,1:48,108.0,historical
Michael Bisping,Yoshihiro Akiyama,-210.0,190.0,2010-10-16,"London, England, United Kingdom", United Kingdom,Red,False,Middleweight,MALE,3,1,0,0,41.0,0.37,0.5,4.0,0.875,1,1,6,0,0,1,0,0,0,0,1,Orthodox,177.8,185.42,170,0,1,0,39.6667,0.412,0.4167,1.5,0.473,4,3,26,1,0,1,2,6,0,0,9,Orthodox,185.42,190.5,185,31,35,-1,-1,-3,-8,2,-20,-1,-6,0,-7.62,-5.08,-4,1.3333,0.0833,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Dan Hardy,Carlos Condit,-170.0,160.0,2010-10-16,"London, England, United Kingdom", United Kingdom,Blue,False,Welterweight,MALE,3,0,2,0,44.6667,0.4,1.6667,1.3333,0.417,2,1,9,0,0,1,0,1,0,0,2,Orthodox,187.96,190.5,170,1,0,0,29.8,0.358,0.0,0.4,0.25,4,1,15,1,0,2,1,1,0,0,4,Orthodox,182.88,187.96,170,28,26,1,2,-2,-2,0,-6,-1,0,0,5.08,2.54,2,14.8667,1.6667,0.9333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punch,1.0,4:27,267.0,historical
John Hathaway,Mike Pyle,-475.0,420.0,2010-10-16,"London, England, United Kingdom", United Kingdom,Blue,False,Welterweight,MALE,3,0,1,0,16.75,0.39,1.5,0.5,0.083,1,2,9,0,0,0,0,0,2,0,2,Orthodox,182.88,187.96,170,0,4,0,53.25,0.47,0.75,3.5,0.485,4,0,10,0,0,0,3,1,0,0,4,Orthodox,185.42,190.5,170,23,35,0,-3,-3,-2,-2,-1,0,-1,2,-2.54,-2.54,-12,-36.5,0.75,-3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
James Wilks,Claude Patrick,145.0,-165.0,2010-10-16,"London, England, United Kingdom", United Kingdom,Blue,False,Welterweight,MALE,3,0,1,0,13.0,0.72,2.0,1.0,0.5,1,0,2,0,0,0,0,0,1,0,1,Orthodox,180.34,190.5,170,0,1,0,24.6667,0.467,4.0,1.3333,0.433,1,1,7,1,0,0,1,0,1,0,2,Orthodox,185.42,190.5,170,32,30,0,0,0,-1,1,-5,-1,0,0,-5.08,0.0,2,-11.6667,-2.0,-0.3333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Cyrille Diabate,Alexander Gustafsson,135.0,-155.0,2010-10-16,"London, England, United Kingdom", United Kingdom,Blue,False,Light Heavyweight,MALE,3,1,0,0,3.0,0.13,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Orthodox,195.58,200.66,205,0,1,0,17.0,0.8,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,198.12,205.74,205,37,23,-1,-1,0,0,-1,1,0,0,0,-2.54,-5.08,14,-14.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Rear Naked Choke,2.0,2:41,461.0,historical
Rogerio Nogueira,Ryan Bader,160.0,-170.0,2010-09-25,"Indianapolis, Indiana, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,4,0,30.0,0.423,0.5,2.75,0.448,4,0,10,1,0,0,2,2,0,0,4,Orthodox,187.96,187.96,205,0,2,0,18.5,0.42,0.5,0.5,0.5,2,0,4,0,0,1,0,1,0,0,2,Southpaw,187.96,190.5,205,34,27,0,2,2,2,0,6,1,1,0,0.0,-2.54,7,11.5,0.0,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Matt Serra,Chris Lytle,125.0,-135.0,2010-09-25,"Indianapolis, Indiana, USA", USA,Blue,False,Welterweight,MALE,3,0,3,0,30.2353,0.438,1.4706,0.5294,0.313,3,9,39,1,0,0,2,1,5,0,8,Orthodox,180.34,172.72,170,0,1,0,16.0769,0.369,0.7692,1.7692,0.294,2,6,32,3,1,1,2,2,1,0,7,Orthodox,167.64,172.72,170,36,36,0,2,1,1,-3,7,-2,-1,4,12.7,0.0,0,14.1584,0.7014,-1.2398,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Sean Sherk,Evan Dunham,167.0,-178.0,2010-09-25,"Indianapolis, Indiana, USA", USA,Red,False,Lightweight,MALE,3,0,4,0,30.25,0.373,0.75,1.75,0.563,4,0,10,0,0,2,0,1,1,0,4,Southpaw,177.8,177.8,155,1,0,0,34.2727,0.478,0.3636,4.0909,0.4,3,4,35,4,0,0,5,0,1,1,7,Orthodox,167.64,170.18,155,37,28,1,4,1,-3,4,-25,-4,0,0,10.16,7.62,9,-4.0227,0.3864,-2.3409,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
